[219.8647308,252.1439667]
[233.7023621,255.3145447]
[248.5233307,258.9825745]
[264.5041199,263.0354614]
[282.5047913,267.5159607]
[302.8219604,272.5005188]
[324.7926025,278.260437]
[349.1514282,285.1133118]
[219.926239,277.8267822]
[233.8844147,282.300415]
[248.5061493,287.1618042]
[264.4910583,292.7513733]
[282.5053406,298.7906189]
[302.477356,305.5838928]
[324.4082336,313.5447388]
[348.4339294,322.6296997]
[162.7922974,199.6040802]
[205.9055023,200.5782471]
[249.840744,201.5264587]
[293.4768372,202.5564423]
[337.4434509,203.4517975]
[382.9745178,204.476181]
[429.4356995,206.0801392]
[477.6741028,207.5164185]
[168.476532,238.3658905]
[210.0040283,239.4326782]
[251.804306,240.4047089]
[293.546875,242.4507904]
[336.5309143,243.4152832]
[380.1357727,244.8529663]
[424.5406494,246.3700867]
[470.5204773,249.2013397]
[173.5652618,275.4633179]
[213.6271515,276.309906]
[253.7783203,277.4342651]
[294.4587097,279.6853027]
[335.546875,281.0213928]
[377.1988525,282.4759827]
[420.1167603,284.6213684]
[464.1466064,287.3728333]
[178.3417053,308.4335022]
[216.9468384,310.1341553]
[255.4842682,311.5202942]
[294.5099487,313.6028442]
[334.6082764,315.3627625]
[374.5203857,317.504303]
[416.0471802,319.4766846]
[458.4579468,323.1277466]
[182.4304962,340.4477539]
[219.7060852,341.6018066]
[257.2813721,343.6113281]
[294.7770996,345.8217468]
[333.5271912,347.8834839]
[372.5391235,349.4075317]
[412.3296814,352.3749695]
[453.385376,356.0612793]
[186.2077484,370.4476624]
[222.2825165,371.6642456]
[258.4233704,373.4536438]
[295.5317688,375.9613953]
[332.4735413,378.4150696]
[370.5106812,380.1896057]
[408.8351135,383.4798889]
[448.5356445,387.4267273]
[149.2810058,223.528183]
[192.4730225,223.458313]
[236.2565918,223.5869141]
[279.6333618,224.5224457]
[323.7511292,225.5039062]
[369.0501404,225.4849091]
[414.9209595,226.4707947]
[462.1304321,228.5853119]
[157.1087189,259.4943848]
[198.3760529,259.8061218]
[240.0800018,260.4993286]
[281.5758057,261.4981384]
[323.5635986,262.4743347]
[366.4220581,262.8646851]
[410.4598083,264.5962524]
[455.3424072,266.5145874]
[164.2135315,292.8217468]
[203.661911,293.368042]
[243.4094849,294.288208]
[283.5917358,295.5507202]
[323.543457,296.4837036]
[365.0039062,297.4442444]
[406.4890442,298.585083]
[449.3418274,300.8463135]
[170.6340332,323.3757629]
[208.5546875,323.754425]
[246.5072632,325.0275574]
[284.7492371,326.3868713]
[323.5076294,327.5517883]
[362.8293457,328.4767456]
[402.7533875,330.0329285]
[443.7826538,332.8343201]
[176.4557953,351.6078186]
[212.782135,351.977356]
[249.4281769,353.2825012]
[286.4237061,354.6882629]
[323.4894409,356.1503601]
[361.0737915,357.2557678]
[399.5794678,359.0082703]
[438.9753418,362.3702087]
[181.5999603,378.0440063]
[216.8642273,378.4910278]
[252.0789337,379.5470276]
[287.3921509,381.1781311]
[323.4446106,382.5687561]
[359.5331116,383.8165283]
[396.6022949,386.418457]
[434.5005798,389.5696411]
[187.2878418,77.08590698]
[220.4127502,78.68509674]
[253.3887482,80.50771332]
[285.9543762,81.70681]
[319.1988831,82.65476227]
[352.0170898,84.21054077]
[385.1298828,84.57487488]
[418.8283386,84.59806824]
[182.2951965,102.4024887]
[216.4806671,104.2751389]
[250.4938812,105.7610321]
[284.4980469,106.692009]
[318.5049744,107.9723206]
[352.5006104,109.4393387]
[386.517334,110.4270554]
[421.4487915,110.5045929]
[176.7735901,129.474472]
[212.1842346,131.4565735]
[247.4142303,132.664978]
[282.4734192,133.5683289]
[317.4417725,135.2059784]
[352.8501892,136.4706573]
[388.2757263,137.6503143]
[424.3744812,138.3188019]
[170.8823853,158.4876862]
[207.5273438,160.4450531]
[244.1934204,161.411438]
[280.4690857,163.0864716]
[316.6741943,164.5755157]
[353.5085449,166.0949402]
[390.3928833,167.4197998]
[427.4703064,167.4999084]
[164.4124146,189.4719086]
[202.4453735,191.6214294]
[240.5821533,192.79422]
[278.0513306,194.583313]
[315.7909851,195.620224]
[353.5809021,197.5621033]
[392.0317993,198.5041046]
[431.0122986,199.038559]
[157.3900299,222.5275574]
[197.1188354,224.7585907]
[236.6163177,226.5160675]
[275.7587891,227.5939178]
[315.045105,229.5387726]
[354.4886475,231.4115448]
[394.4608154,232.5414276]
[434.9194031,233.4230652]
[189.748764,55.41138458]
[222.1092072,57.41887665]
[254.2293701,59.65932846]
[285.9558411,61.16396332]
[317.6740417,62.33618546]
[349.5622558,64.10697174]
[381.5137024,64.8163147]
[413.7987366,65.06184387]
[184.701416,77.73769379]
[218.241333,80.16209412]
[251.3750916,82.21407318]
[284.452301,83.19351959]
[317.3876038,84.5834198]
[350.328064,86.4775238]
[383.3741455,87.46633148]
[416.6947021,87.78907013]
[179.282135,102.0003433]
[213.9355621,104.3660583]
[248.3872833,106.0765152]
[282.5847168,107.2145081]
[316.5790405,108.7768173]
[350.9231873,110.4953003]
[385.0794067,111.8348541]
[419.805542,112.3064117]
[173.2724762,128.0442047]
[209.3232422,130.1510162]
[245.1236115,131.5604248]
[280.5282593,133.1467285]
[316.3244019,134.5550232]
[351.5919189,136.658844]
[387.3335266,137.8900146]
[423.3337097,138.4200134]
[166.5879059,155.8889008]
[204.2382202,157.856842]
[241.5479431,159.7475128]
[278.6317444,161.2653503]
[315.488739,163.0115356]
[352.4719849,164.6389008]
[389.6120605,165.883316]
[427.3097839,166.3236237]
[159.4449921,185.7174072]
[198.7071075,188.0567474]
[237.7149658,190.1134796]
[276.4713135,191.6894073]
[314.6602173,193.4567871]
[353.3700562,195.1093292]
[392.1961975,196.1549988]
[431.5252991,196.7943268]
[295.726532,86.38098145]
[331.5965881,91.99429321]
[365.6184998,97.29576874]
[397.9986877,102.212822]
[429.4378967,106.4707565]
[459.0517273,110.7049484]
[487.7107544,114.6736908]
[515.7380371,118.5737991]
[293.2119141,126.1984253]
[328.9286194,130.5175781]
[363.0237122,134.6720581]
[395.5597839,138.4916687]
[426.724762,142.3092346]
[456.2688904,145.6878662]
[484.9597168,148.9307709]
[513.1210327,152.0166626]
[290.6657715,165.6556244]
[326.287262,169.0591583]
[360.5409546,171.8967438]
[392.9857178,175.0200958]
[424.3429871,177.7950745]
[453.558197,180.3807373]
[482.3412476,183.0453491]
[510.4150085,185.2476501]
[288.4368591,204.5228119]
[323.7926941,206.8255005]
[357.9595032,208.8434601]
[390.5350037,210.9442749]
[421.8588562,212.8120117]
[451.0855103,214.850647]
[479.7380676,216.5072021]
[508.0596008,218.4186554]
[286.4273682,243.2681885]
[321.7025452,244.615387]
[355.4829102,245.4577332]
[388.2113953,246.404129]
[419.5704651,247.8370209]
[448.7745667,249.183609]
[477.5226135,250.3839874]
[505.800354,251.6543732]
[283.9392395,281.5351257]
[319.4983826,281.591095]
[353.4585876,282.3423462]
[386.1112061,282.4521484]
[416.9013977,282.6578064]
[446.5803833,283.4627075]
[475.4512329,283.3944397]
[503.6831665,284.6156006]
